Official Symbol Interactor A,Official Symbol Interactor B
RBM39,FASN
RBM39,RPL5
RBM39,MKI67
RBM39,SYNE1
RBM39,PSIP1
RBM39,MYH11
LRP1B,FGA
LRP1B,HRG
LRP1B,SH2D1A
LRP1B,IGKV@
LRP1B,FGB
LRP1B,FGG
LRP1B,CLU
FGA,LRP1B
WWOX,MAPK9
FBP1,IQGAP1
FBP1,PSIP1
FBP1,FLG2
TMUB1,TP53
TMUB1,TP53
TMUB1,TP53
TP53,KPNA4
PTEN,TRIM25
TRIM25,PTEN
PTEN,TRIM59
GRIN1,GRIN2A
A2M,SLC6A4
A2M,Ngf
GNAS,DRD5
GNAZ,DRD5
MDM2,PER2
MDM2,WRN
MEX3C,PTEN
FBXW7,TP53
ITCH,BRAF
MEX3C,PTEN
MUL1,TP53
NEDD4,PTEN
MDM2,TP53
RFWD2,SOX2
CUL4B,PTEN
LZTR1,HRAS
nsp15,KIF2B
ORF3a,PTPRD
ORF3a,KIT
nsp10,CDK4
nsp10,MSH6
nsp8,MSH6
HUWE1,EGFR
EGFR,HUWE1
TNC,ANXA2
SMOC1,TNC
TNC,SMOC1
TNC,SMOC1
TNC,SMOC2
TNC,SPARC
TNC,SMOC1
TNC,FN1
TNC,PGK1
TNC,CLU
TNC,NID2
CDH11,PDGFRA
LGALS9,FASN
LGALS9,IQGAP1
LGALS9,ABCB1
LGALS9,RPL5
UBE3A,TP53
UBE3A,TP53
USP7,TP53
SOX2,WDR5
SOX2,TCF3
WDR5,SOX2
TCF3,SOX2
KCNB2,CACNA1C
KCNB2,CACNA1D
RPS2,MDM2
TP53,MDM2
NCAM1,EPHA3
RELN,APP
APP,RELN
YAP1,GLI1
MSRB2,PARK2
PARK2,MSRB2
HSP90AA1,A2M
HSP90AA1,FGA
HSP90AA1,FN1
HSP90AA1,FLG2
HSP90AA1,FASN
TP53,MDM2
CUL4A,DCUN1D1
CUL4B,DCUN1D1
CUL4B,DCUN1D1
AR,BCOR
CDC27,CDC20
CDC27,FZR1
TP53,SOCS1
TP53,SOCS1
GRIN2A,DLG4
CSNK2A2,GRIN2A
CSNK2A1,GRIN2A
CSNK2B,GRIN2A
FN1,TGM2
GSK3A,LTF
GGA2,EGFR
EGFR,GGA2
GSK3B,LTF
AR,TNK2
GRIN1,GRIN2A
YWHAE,CDKN2A
IFI16,OBSCN
LRIG3,LMO7
LRIG3,LIMCH1
ZBTB7A,RB1
RB1,ZBTB7A
DNMT1,RELN
TET1,RELN
MBD2,RELN
ATRX,DAXX
ATRX,DAXX
BRAF,TRAP1
TRAP1,BRAF
Yap1,FASN
WDR76,EPPK1
WDR76,TRRAP
WDR76,MSH6
WDR76,FN1
WDR76,MSH6
HCN1,HCN4
HCN4,HCN1
GLI1,KPNB1
GLI1,SUFU
TP53,EP300
EP300,TP53
TP53,GAS5
GLI1,AKT1
GLI1,RPL30
MDM4,TP53
CSNK1A1,MDM4
MDM4,CSNK1A1
HDAC1,MKI67
GRIN2A,AP1M1
GRIN2A,AP2M1
NR3C1,NF1
MDC1,PTEN
PTEN,WHSC1
PTEN,MDC1
PTEN,TP53BP1
TP53BP1,PTEN
PTEN,TP53BP1
PTEN,H2AFX
PTEN,H2AFX
PTEN,H2AFX
PTEN,CREB1
NR3C1,FGD5
NR3C1,STAG2
NR3C1,MYH2
NR3C1,TNC
NR3C1,DCAF12L2
NR3C1,AHNAK2
NR3C1,RYR2
NR3C1,BCOR
IGFBP7,COL4A1
TXNIP,FLG
TXNIP,PIK3CA
ING4,TP53
NDEL1,DYNC1I1
IREB2,MDM2
RCHY1,TP53
SMARCAD1,MLH1
MSH2,MLH1
PRKCZ,MAP1LC3B
PRKCZ,GABARAP
PRKCZ,MAP1LC3B
PRKCZ,GABARAP
PRKCZ,MAP1LC3B
CREBBP,IQGAP1
IQGAP1,CREBBP
CREBBP,IQGAP1
BKRF1,ABCC9
EGFR,ITGA2
EGFR,ITGA5
EGFR,ITGB1
FHL2,EGFR
Srebf1,MDM2
SREBF1,MDM2
MDM4,TOP2A
TOP2A,MDM4
TOP2A,MDM4
MDM4,TP53
MDM4,TOP2A
USP10,FASN
CUL4A,EGFR
CUL4A,EPPK1
CUL4A,ERBB2
CUL4A,SPTA1
CUL4A,CENPF
CUL4A,OBSCN
CUL4A,SLC27A2
CUL4A,FLG2
CUL4A,DMD
NQO1,PARK2
NQO1,PARK2
PARK2,NQO1
INSIG1,FN1
INSIG1,FASN
INSIG2,FASN
FAM20C,EGFR
RNF138,TP53
BCL2L1,PARK2
BCL2L1,PARK2
PBK,TP53
TP53,MDM2
UCHL1,EGFR
EGFR,UCHL1
RPS2,MDM2
PARK2,MFN1
vpr,MKI67
vpr,ATRX
vpr,IKZF1
vpr,MDC1
vpr,FIP1L1
TRIB3,EGFR
EGFR,TRIB3
EGFR,PRKCA
PRKCA,EGFR
EGFR,WWP1
CDK9,MLLT3
RIN3,CDK4
RIN3,FASN
RIN3,CDKN2A
RIN3,MAPK9
RIN3,CDKN2C
RIN3,MSH6
RIN3,RPL5
HDAC1,TP53
TOLLIP,PARK2
PARK2,TOLLIP
MDM2,UBE2D2
MDM2,MDM2
MDM2,UBE2D2
RPL5,MDM2
RPL11,MDM2
DNAJC15,RPL5
DNAJC16,RPL5
DNAJC1,RPL5
DNAJC25,RPL5
DNAJC2,RPL5
DNAJC1,SYNE1
DNAJC25,SYNE1
DNAJC5,FRS2
DNAJC5,EGFR
DNAJC8,ATRX
DNAJC9,PSIP1
DNAJB5,PIK3R1
CDK4,CDKN2A
CDK4,CDKN2C
HAT1,SEMG1
KDM6A,KMT2C
CDKN2A,CDKN2C
RAD21,STAG2
ASH2L,KMT2B
ASH2L,KMT2C
RYBP,BCOR
KDM2B,BCOR
ATXN7,TRRAP
AK2,CDK4
CCDC101,TRRAP
KMT2C,KMT2D
KMT2B,CXXC1
PCGF1,BCOR
RBBP5,KMT2C
KPRP,DSG1
CDKN2D,CDK4
KMT2A,KMT2B
SETD1A,KMT2B
JUP,KPRP
KMT2C,PAXIP1
SMC1A,STAG2
DSP,KPRP
HCFC2,KMT2B
BCOR,PCGF3
PCGF5,BCOR
SUPT7L,TRRAP
KPRP,SERPINB12
SMC3,STAG2
RBBP5,KMT2B
TADA1,TRRAP
TADA2B,TRRAP
KMT2B,WDR5
TAF5L,TRRAP
ACPP,SEMG1
TAF6L,TRRAP
PCGF2,BCOR
RING1,BCOR
KMT2C,WDR5
SUPT20H,TRRAP
KMT2C,NCOA6
BMI1,BCOR
KAT2B,TRRAP
TADA3,TRRAP
CDKN2B,CDK4
SKP1,BCOR
FABP5,KPRP
TAF9B,TRRAP
FLG2,DSG1
DSP,FLG2
PHF21B,LTF
KMT2C,PAGR1
FBRS,BCOR
DAXX,ATRX
TFDP1,RB1
ATXN7L3,TRRAP
KPRP,ANXA2
YAF2,BCOR
BCOR,PCGF6
KLK3,SEMG1
SEMG1,SEMG2
KDM6A,KMT2B
CDC37,CDK4
SUPT3H,TRRAP
KMT2B,HCFC1
TAF9,TRRAP
HR,TBL1XR1
KAT2A,TRRAP
KMT2B,DPY30
NUFIP2,FIP1L1
AK2,CDKN2C
KMT2C,DPY30
C1orf68,KPRP
AK2,CDKN2A
CDKN2D,CDKN2C
CDKN2D,CDKN2A
MEN1,KMT2B
SAP30,BCL11A
BCORL1,BCOR
TAF10,TRRAP
LIN37,BCL11A
MEPCE,FIP1L1
BCL11A,LIN9
CPSF3,FIP1L1
BCL11A,BPTF
MBD2,BCL11A
C17orf49,BCL11A
CDK2AP1,BCL11A
MTA3,BCL11A
CBX8,BCOR
FIP1L1,PPP1R10
FLG2,KPRP
BRMS1L,BCL11A
MTA2,BCL11A
GATAD2B,BCL11A
DSC1,KPRP
RB1,E2F1
SEH1L,SEMG1
RB1,E2F2
GATAD2A,BCL11A
BCOR,RNF2
RB1,E2F4
RB1,E2F3
FIP1L1,NSRP1
KANSL2,KMT2B
MYBL2,BCL11A
COL1A2,PAX3
MBD3,BCL11A
BCL11A,CHD3
KMT2B,BUB3
MSMB,SEMG1
FIP1L1,FAM76B
SUDS3,BCL11A
KMT2B,SETD1B
CDKN2B,CDKN2D
MEN1,KMT2C
AZGP1,SEMG1
FLG2,SERPINB12
CDKN2B,CDKN2C
CDKN2B,CDKN2A
FIP1L1,DDX42
FIP1L1,CBX4
ARG1,KPRP
FIP1L1,CPSF2
CPSF1,FIP1L1
KMT2B,WDR82
MTA1,BCL11A
HRNR,KPRP
HCFC2,KMT2C
KANSL1,KMT2B
RERE,KMT2B
MCRS1,KMT2B
PHC1,BCOR
FLG2,JUP
KMT2C,SETD1B
USP22,TRRAP
KMT2C,KMT2B
PRDM9,GRHPR
FIP1L1,PPIL4
KMT2C,CXXC1
EED,BCL11A
DSC1,FLG2
MTF2,BCL11A
ZZZ3,KMT2B
KMT2B,MBIP
KMT2C,KMT2A
YEATS2,KMT2B
KMT2C,HCFC1
FIP1L1,CPSF7
CDC37,CDKN2C
CDC37,CDKN2A
DCD,KPRP
RBBP4,BCL11A
FIP1L1,PRPF4B
TADA2A,TRRAP
PAXIP1,KMT2B
HMGXB4,BCL11A
BCOR,CSNK2A2
EZH2,BCL11A
FIP1L1,CCNT1
BCL11A,ZNF512B
SHPRH,BCL11A
PRDM9,CDC14C
FIP1L1,PSPC1
FIP1L1,YY1
RB1,E2F5
AK2,CDKN2B
PHF1,BCL11A
PRPF40A,FIP1L1
KMT2C,UTY
TOP1,FIP1L1
KMT2D,KMT2B
SUZ12,BCL11A
KMT2B,KANSL3
BCOR,PHC3
SETD1A,KMT2C
ATXN2L,FIP1L1
GATAD1,BCL11A
CASP14,KPRP
DCAF13,FIP1L1
KPRP,CSTA
MAPK1,CDK4
PWWP2A,BCL11A
PRDM9,SQSTM1
CHD4,BCL11A
PHC2,BCOR
BOD1L1,KMT2B
BCOR,MGA
EDC4,TRRAP
FIP1L1,RPS19
TOP3B,PSIP1
ARID4B,BCL11A
KPRP,TGM3
TAF12,TRRAP
ARID3A,MTAP
SIN3A,BCL11A
HMGN1,PSIP1
FIP1L1,SART1
CBX2,BCOR
PSIP1,H2AFY
ZZZ3,TRRAP
MBIP,TRRAP
HRNR,FLG2
CBX3,BCOR
YEATS2,TRRAP
KMT2C,BOD1L1
CDKN2B,CDC37
C1orf35,FIP1L1
BRD1,TP53
RCOR1,LTF
PRSS1,SEMG1
TAF2,FIP1L1
ZNF514,TP53
SAP130,BCL11A
SPRR1B,KPRP
PRDM9,CHCHD2
LTF,S100A9
RB1,E2F6
SIN3B,BCL11A
S100A14,KPRP
FIP1L1,WDR82
FIP1L1,RBM25
KMT2B,CSRP2BP
FIP1L1,WDR33
GID8,ATRX
ATRX,HAT1
TUBA1B,STAG2
TUBA1B,SEMG1
APEX1,MTAP
BCL11A,SMARCA5
ENY2,TRRAP
CDK9,FIP1L1
KDM1A,LTF
HDAC2,BCL11A
HAT1,BCL11A
BCL11A,SMARCA1
KAT8,KMT2B
AZGP1,KPRP
FLG,BLMH
TSPYL5,FIP1L1
DCD,STAG2
FGA,WHSC1
COL1A2,NTPCR
CSNK1D,FIP1L1
FIP1L1,CPSF4
BCOR,L3MBTL2
CHAF1A,BCL11A
CTTN,FIP1L1
FLG2,TGM3
FIP1L1,MFAP1
TRRAP,CSRP2BP
WDR37,TRRAP
USP27X,TRRAP
HIGD1A,STAG2
COL1A2,FOXO1
POP1,FIP1L1
KDM4C,MTAP
COL1A2,COL1A1
FLG2,CASP14
PRDM9,YBX1
DPY30,BCL11A
FNTA,STAG2
FLG2,ANXA2
KMT2B,ZNF608
POLDIP3,PSIP1
FLG2,ARG1
PKP1,FLG2
BCOR,CBX4
SPRR1B,STAG2
KMT2C,BUB3
CSNK2B,BCOR
AKAP1,FGG
KMT2B,ATN1
ZGPAT,DMD
FIP1L1,TOX4
PHF20L1,KMT2B
PHF20,KMT2B
FLG2,C1orf68
PRPF38A,FIP1L1
E2F6,BCOR
BCOR,H2AFX
PSIP1,NEDD4
PHF12,BCL11A
RB1,PCGF6
EIF5A,FIP1L1
RPL37A,KMT2B
CBX6,BCOR
H3F3A,ATRX
FIP1L1,DDX56
KMT2B,NCOA6
TONSL,ATRX
BCL11A,CHD5
MRPL22,BCL11A
ZNF296,BCL11A
FLG,TGM3
ZNF219,BCL11A
FLG,FLG2
ERCC4,STAG2
RNF40,LTF
KMT2C,ATN1
LTF,PRTN3
CDK4,SSR1
MRE11A,TP53
BCOR,CSNK2A1
SLC25A1,CDK4
LTF,MPO
PHF20L1,KMT2C
PHF20,KMT2C
BCL11B,BCL11A
LRPAP1,FIP1L1
LTF,S100A8
SPIN3,ATRX
MTAP,ARID3B
TKT,PSIP1
BLMH,KPRP
DCAF7,BCOR
CDKN2B,MAPK1
PIWIL4,KPRP
PRKACA,FGG
HP,FGG
DR1,TRRAP
LIN52,BCL11A
TADA3,KMT2B
NUDT21,FIP1L1
RCOR3,LTF
TF,FGG
ATXN7L2,TRRAP
STAG1,STAG2
SERPINC1,TBL1XR1
CHAF1B,BCL11A
FLG,DSG1
FLG,CASP14
SCMH1,BCOR
COL1A2,COL3A1
PRKAR2B,FGG
KMT2C,KANSL3
PRKACB,FGG
FLG,ANXA2
PPP2R1A,TBL1XR1
PTMS,PSIP1
CDK4,MRPS34
PKP1,FLG
FIP1L1,SF3B4
MAPK1,CDKN2C
FIP1L1,METTL17
SYMPK,FIP1L1
MAPK1,CDKN2A
EGFR,CBL
MKRN1,MDC1
MKRN1,MKI67
MKRN1,RPL5
RNF17,EPPK1
RNF17,MSRA
RNF17,NBPF10
RNF17,NFX1
RNF17,PRMT1
MKRN2,ATRX
MKRN2,EGFR
MKRN2,EPHA3
MKRN2,EPHB3
MKRN2,ERBB2
MKRN2,FGFR1
MKRN2,RB1
MKRN2,TP53
EGFR,CBL
EGFR,EPS15
EGFR,TXNIP
CDC27,FZR1
PRKCZ,RIPK1
PRKCZ,SQSTM1
PRKCZ,USP20
PARK2,PSMD4
MDM2,FOXP3
FOXP3,MDM2
MDM2,FOXP3
SH3RF3,MAPK9
MAPK9,SH3RF3
MAPK9,MAPK8IP3
KDF1,FIP1L1
KAT2B,MDM2
MDM2,KAT2B
RAD51,ATRX
RAD51,ATRX
ATRX,RAD51
BRD9,ATRX
BRD9,ATRX
RNF139,SLC27A2
ZNRF4,SLC27A2
TP53,TP53
TP53,TP53
TP53,MDM2
TP53,MDM2
TP53,MDM2
MDM2,TP53
MDM2,TP53
MDM2,TP53
RPL11,TP53
RPL11,MDM2
PARK2,YAP1
YAP1,PARK2
S100A1,MDM2
S100A1,TP53
TP53,MDM2
RNF2,MDM4
MDM4,EZH2
MDM2,EZH2
EZH2,MDM4
EZH2,MDM2
MDM4,MDM2
MDM2,MDM4
DDX58,CDK4
DDX58,DDIT3
DDX58,FGFR1
DDX58,MSH6
DDX58,IDH1
DDX58,ITGB3
DDX58,MDM2
DDX58,RPL5
DDX58,MDC1
DDX58,IKZF1
DDX58,STAG2
DDX58,SYNE1
DDX58,EPPK1
DDX58,CARD6
DDX58,NLRP12
DDX58,KMT2B
PTEN,SPOP
H2AFX,MDC1
TP53,OTUD3
OTUD3,TP53
TP53,OTUD3
OTUD3,TP53
MDM2,E2F1
TP53,MDM2
RPL5,MDM2
RPL11,MDM2
OGT,TP53
OGT,FIP1L1
OGT,TBL1XR1
OGT,PSIP1
OGT,RPL5
FBXO6,TNC
TP53,MDM2
FBXW7,TP53
STUB1,TP53
STUB1,CDK4
SMURF2,EGFR
EGFR,SMURF2
EGFR,HSP90AA1
EGFR,ERBB2
CDK4,FBXO8
CDK4,FBXO8
CBL,EGFR
LINC01485,EGFR
BAG5,TBL1XR1
MDM2,ACE2
ACE2,MDM2
MDM2,VHL
MDM2,VHL
VHL,MDM2
MDM2,ARRB2
MDM2,AKT1
USP14,MDM2
USP14,MDM2
MDM2,TP53
MDM2,TP53
MDM2,MDM2
MDM2,UBE2D3
TP53,TP53
CD274,FAF1
CD274,FLG2
USP14,KDR
TMEM79,FLG
CCND1,CDK4
CCND1,CDK6
ARRB2,MDM2
DRD2,MDM2
DRD3,MDM2
MDM2,ARRB2
CDK4,CCND1
CCND3,CDK4
CCND3,CDK6
TRIM37,MKI67
TRIM37,BCOR
TRIM37,IGFBP7
TRIM37,SCN9A
AR,EPPK1
AR,TBL1XR1
AR,FN1
nsp2,SLC27A2
nsp2,FASN
nsp2,MKI67
AR,MDM2
TP53BP1,TP53
ATG5,FLG
ISG15,AHNAK2
ISG15,FASN
PARK2,RNH1
TULP3,MLLT3
TULP3,TBL1XR1
PARK2,HSPA1A
PARK2,CLU
PARK2,HSPA8
PARK2,PRKDC
PARK2,EEF2
PARK2,DSP
PARK2,ENO1
PARK2,FASN
PARK2,TCP1
PARK2,HSPA9
PARK2,HSPA5
PARK2,VIM
PARK2,EPRS
PARK2,BCL2
PARK2,RPL4
PARK2,ATP5A1
PARK2,HSPD1
PARK2,IRS4
PARK2,RPS3
PARK2,GNB2L1
PARK2,PARK2
PARK2,PCMT1
PARK2,PRDX1
PARK2,RPL6
PARK2,GMPS
PARK2,HRNR
PARK2,ALB
PARK2,HSP90AB1
PARK2,HSP90AA1
PARK2,UBA1
PARK2,ALDOA
PARK2,BAX
PARK2,STOML2
PARK2,RPS2
PARK2,CCT4
PARK2,RPL3
PARK2,EEF1A1
PARK2,CCT3
PARK2,CCT7
PARK2,RPL7A
PARK2,MANF
PARK2,RPL7
PARK2,RPS8
PARK2,RPS9
PARK2,RPS18
PARK2,EIF4A1
PARK2,PKM
PARK2,HSP90B1
PARK2,LDHB
PARK2,RPS4X
PARK2,RPS11
PARK2,HNRNPK
PARK2,RPLP0
PARK2,CCT2
PARK2,EEF1G
PARK2,DHX9
PARK2,CSDE1
PARK2,HNRNPM
PARK2,PRPS1
PARK2,FARSA
PARK2,SLC25A13
PARK2,HIST1H4A
PARK2,CSE1L
PARK2,GAPDH
PARK2,CCT6A
PARK2,LDHA
PARK2,DNAJA1
PARK2,PRDX2
PARK2,RPL15
PARK2,RPL13A
PARK2,ATP5B
PARK2,CAD
PARK2,TUFM
PARK2,RPS16
PARK2,ATP1A1
PARK2,HNRNPU
PARK2,TCEB2
PARK2,RPS3A
PARK2,PLS3
PARK2,RAN
PARK2,MYH9
PARK2,ACLY
PARK2,PHB
PARK2,TPI1
PARK2,BAG2
PARK2,UBA52
PARK2,RPL30
PARK2,MCM2
PARK2,RPL28
PARK2,RPL18
PARK2,PPIA
PARK2,CCT5
PARK2,SLC25A3
PARK2,RPN1
PARK2,PHGDH
PARK2,CANX
PARK2,MTHFD1
PARK2,PRDX6
PARK2,IARS
PARK2,RPL5
PARK2,PARP1
PARK2,NPM1
PARK2,RPL8
PARK2,RPL10A
PARK2,RPL18A
PARK2,RPL13
PARK2,RPL10
PARK2,RPS6
PARK2,MCM7
PARK2,EIF5A
PARK2,DNAJC7
PARK2,RPL12
PARK2,RPS5
PARK2,RPL38
PARK2,PSMD3
PARK2,ATAD3B
PARK2,H3F3A
PARK2,TECR
PARK2,DDX3X
PARK2,RPS15A
PARK2,DDX39B
PARK2,COPA
PARK2,HSPH1
PARK2,SDHA
PARK2,PGK1
PARK2,XRCC6
PARK2,EMD
PARK2,FBXO22
PARK2,GCN1L1
PARK2,SRPRB
PARK2,PCBP1
PARK2,YBX1
PARK2,SLC25A11
PARK2,DNAJA2
PARK2,RPL23
PARK2,LBR
PARK2,RPL24
PARK2,CFL1
PARK2,SFPQ
PARK2,ATP5C1
PARK2,RPS23
PARK2,SLC25A10
PARK2,RPL34
PARK2,RPS25
PARK2,PCBP2
PARK2,TUBB
PARK2,IGF2BP1
PARK2,C3
PARK2,KPRP
PARK2,HNRNPA1
PARK2,RPS19
PARK2,ENAH
PARK2,C1QBP
PARK2,RPS13
PARK2,RPL26
PARK2,GPI
PARK2,CKB
PARK2,PFN1
PARK2,RPL14
PARK2,TCEB1
PARK2,RPL19
PARK2,FBL
PARK2,RPS14
PARK2,SLC25A5
PARK2,TAGLN2
PARK2,DARS
PARK2,MATR3
PARK2,ABCF2
PARK2,SLC16A1
PARK2,RPL27A
PARK2,RPS12
PARK2,PAICS
PARK2,AGK
PARK2,RPL17
PARK2,RPS20
PARK2,GART
PARK2,HNRNPH1
PARK2,HNRNPC
PARK2,MCM3
PARK2,TRIM28
PARK2,RPSA
PARK2,PABPC1
PARK2,RARS
PARK2,AIMP2
PARK2,SRRM2
PARK2,ACTB
PARK2,TARS
PARK2,YWHAQ
PARK2,PGAM1
PARK2,GARS
PARK2,PDIA6
PARK2,CA2
PARK2,EIF3A
PARK2,HIST1H1D
PARK2,RPS7
PARK2,TCEA1
PARK2,FAF2
PARK2,NUP93
PARK2,PCNA
PARK2,RPL35A
PARK2,AASDHPPT
PARK2,ERLIN2
PARK2,DPM1
PARK2,DSTN
PARK2,BCLAF1
PARK2,SERBP1
PARK2,RBM39
PARK2,ACP1
PARK2,RPS27
PARK2,EDF1
PARK2,RPL36A
PARK2,YTHDF2
PARK2,RPL21
PARK2,MAT2A
PARK2,RUVBL2
PARK2,RPL11
PARK2,PTPLAD1
PARK2,FLG2
PARK2,RPS10
PARK2,RPS26
PARK2,RBM14
PARK2,DSG1
PARK2,ARF3
PARK2,PSMC5
PARK2,DDX5
PARK2,DDX17
PARK2,AHSG
PARK2,PTBP1
PARK2,SLC25A6
PARK2,HNRNPA2B1
PARK2,YWHAE
PARK2,OLA1
PARK2,FKBP3
PARK2,MAZ
PARK2,RPLP1
PARK2,HLA-B
PARK2,RPL32
PARK2,RPL37A
PARK2,RPL27
PARK2,SLC25A22
PARK2,GNL3
PARK2,TMBIM6
PARK2,VDAC2
PARK2,SNRPB
PARK2,TXN
PARK2,DCD
PARK2,LIN7C
PARK2,CHCHD3
PARK2,HIST2H2BE
PARK2,TUBA1B
PARK2,SNRNP200
PARK2,HBA1
PARK2,BCL2L11
PARK2,PPP2R1A
PARK2,LTF
PARK2,COPG1
PARK2,HIST2H2BF
PARK2,TUBB4B
PARK2,TPT1
PARK2,HSD17B4
PARK2,RPL35
PARK2,YWHAZ
PARK2,IPO5
PARK2,RPL9
PARK2,S100A8
PARK2,TARDBP
PARK2,PLA2G1B
PARK2,RPL29
PARK2,PRSS1
PARK2,VTN
PARK2,NTPCR
PARK2,EI24
PARK2,NACA
PARK2,MIF
PARK2,HIST2H2AC
PARK2,NUDC
PARK2,H2AFV
PARK2,CYCS
PARK2,SURF4
PARK2,HIST1H2AA
PARK2,GRSF1
PARK2,EIF3H
PARK2,TUBA1A
PARK2,MTHFD2
PARK2,AHSA1
PARK2,RPL23A
PARK2,LUC7L2
PARK2,GC
PARK2,RPL31
PARK2,BCL2
BCL2,PARK2
MDM2,AR
nef,TP53
UFL1,FASN
UFL1,RPL5
UFL1,FIP1L1
UFL1,QKI
UFL1,FLG2
UFL1,PSIP1
UFL1,TP53
UFL1,CDK4
UFL1,PCLO
DDRGK1,RPL5
DDRGK1,FASN
DDRGK1,MYH11
DDRGK1,TP53
DDRGK1,QKI
DDRGK1,PSIP1
DDRGK1,FIP1L1
DDRGK1,NF1
TP53,TP53
TP53,IGKV2-29
TP53,SCYL2
TP53,HNRNPU
TP53,SUMO2
TP53,UBA52
TP53,EEF2
TP53,HSP90AB1
TP53,PECR
TP53,DDX21
TP53,HSPA4
TP53,PARP1
TP53,ACLY
TP53,MCM5
TP53,ILF3
TP53,SUMO1
TP53,ADCK5
TP53,SND1
TP53,AGTPBP1
TP53,ATP1A1
TP53,COPB2
TP53,CCDC91
TP53,NOP2
TP53,EFTUD2
TP53,FASN
TP53,NPEPPS
TP53,CDC6
TP53,RPL3
TP53,GANAB
TP53,HNRNPUL1
TP53,MCM6
TP53,PSMD2
TP53,NKRF
TP53,SUPT16H
TP53,DDX17
TP53,HSP90AA1
TP53,ZC3HAV1
TP53,TBL3
TP53,EIF3B
TP53,MSN
TP53,USP10
TP53,PLCH2
TP53,XRCC5
TP53,DYNC1I2
TP53,EPB41L3
TP53,MATR3
TP53,ACBD3
TP53,TOP1
TP53,STT3A
TP53,HSP90B1
TP53,MOV10
TP53,DHX9
TP53,SLC16A1
TP53,SFPQ
TP53,NCL
TP53,DHX15
TP53,DDB1
TP53,ADD3
TP53,CLTC
TP53,OCRL
TP53,CUL1
TP53,KIF22
TP53,EEF1A1P5
TP53,TARS
TP53,HNRNPUL2
TP53,DDX3X
TP53,HIST1H1D
TP53,EPB41L2
TP53,RPN1
TP53,CSDE1
TP53,SLC25A3
TP53,PDIA4
TP53,EPB41
TP53,COPG1
TP53,NXF1
TP53,UBA1
TP53,HCFC1
TP53,YTHDF2
TP53,DPY19L1
TP53,EPRS
TP53,WDR36
TP53,USP5
TP53,TLE3
TP53,HBS1L
TP53,COPB1
TP53,CAD
TP53,SEC31A
TP53,DDX54
TP53,GFM1
TP53,SEC61A1
TP53,PLG
TP53,PRPF3
TP53,CUL2
TP53,SF3B3
TP53,HNRNPR
TP53,RRP1B
TP53,POP1
TP53,SMARCA5
TP53,SCAMP3
TP53,HM13
TP53,SLC25A5
TP53,DNM2
TP53,RAN
TP53,SH3PXD2B
TP53,HSPH1
TP53,ARL6IP5
TP53,DDX1
TP53,KDM1A
TP53,DDX27
TP53,SEC24C
TP53,DDX50
TP53,PC
TP53,STT3B
TP53,DCD
TP53,ACTG1
TP53,TSPAN3
TP53,HSPA1B
TP53,PIP5K1C
TP53,RBM14
TP53,SLC1A5
TP53,FERMT2
TP53,MCM3
TP53,RBM10
TP53,PTPLAD1
TP53,SEC23A
TP53,WDR91
TP53,CKAP2
TP53,HSPA8
TP53,LBR
TP53,NCAPH
TP53,DCP1A
TP53,ALDH18A1
TP53,UPF1
TP53,PLAA
TP53,DIS3
TP53,MCM7
TP53,DDX18
TP53,PABPC1
TP53,APPL1
TP53,OSBP
TP53,ATP2A2
TP53,BCAP31
TP53,USP7
TP53,CCNT1
TP53,MAGED2
TP53,DDX5
TP53,RBM15
TP53,NEK9
TP53,SPAG9
TP53,JAK1
TP53,XRN2
TP53,APEH
TP53,NAT10
TP53,SURF4
TP53,SLC7A5
TP53,YTHDF3
TP53,CD47
TP53,ESYT2
TP53,C1orf27
TP53,PWP1
TP53,HNRNPL
TP53,DSC1
TP53,PSMD1
TP53,PKM
TP53,SLC7A1
TP53,CLUH
TP53,CASP14
TP53,SF3A1
TP53,GHITM
TP53,SLC3A2
TP53,ATP6V0A1
TP53,ABCF1
TP53,DHCR24
TP53,AARS
TP53,GAPDH
TP53,DDRGK1
TP53,REST
TP53,IARS
TP53,HIST1H2BL
TP53,NNT
TP53,HIST1H1C
TP53,TECR
TP53,PIK3C3
TP53,OSBPL9
TP53,MTA2
TP53,PYGL
TP53,AIFM1
TP53,LDHB
TP53,GART
TP53,DSP
TP53,EIF4B
TP53,NBN
TP53,NOC3L
TP53,TMEM165
TP53,GPHN
TP53,BUB1B
TP53,NOMO1
TP53,RPL6
TP53,DSG1
TP53,SUPT5H
TP53,DDX46
TP53,ESYT1
TP53,GNB2L1
TP53,HERC5
TP53,TM9SF2
TP53,EZR
TP53,SEPT9
TP53,TMEM245
TP53,ZBED4
TP53,HSD17B4
TP53,SEC24A
TP53,WDR44
TP53,YBX1
TP53,NOL9
TP53,BLM
TP53,STAT3
TP53,ZNF326
TP53,TM9SF3
TP53,AP1B1
TP53,HSP90AB2P
TP53,POLD1
TP53,BOP1
TP53,RFT1
TP53,KIF5B
TP53,OGDH
TP53,RANBP9
TP53,VCP
TP53,CMTR1
TP53,ADAR
TP53,TKT
TP53,DDX24
TP53,SPCS1
TP53,GTPBP1
TP53,SDHA
TP53,TRA2A
TP53,WDR75
TP53,AZGP1
TP53,MAGT1
TP53,CNIH4
TP53,MTHFD1
TP53,PLA2G4A
TP53,HIST1H4A
TP53,SF3A2
TP53,UFM1
